Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,P/E10
1871-01-01,4.44,0.26,0.4,12.46,5.32,84.7,4.96,7.63,
1871-02-01,4.5,0.26,0.4,12.84,5.32,83.3,4.81,7.4,
1871-03-01,4.61,0.26,0.4,13.03,5.33,84.09,4.74,7.3,
1871-04-01,4.74,0.26,0.4,12.56,5.33,89.73,4.92,7.57,
1871-05-01,4.86,0.26,0.4,12.27,5.33,94.14,5.04,7.75,
1871-06-01,4.82,0.26,0.4,12.08,5.34,94.84,5.12,7.87,
1871-07-01,4.73,0.26,0.4,12.08,5.34,93.07,5.12,7.87,
1871-08-01,4.79,0.26,0.4,11.89,5.34,95.76,5.2,8.0,
1871-09-01,4.84,0.26,0.4,12.18,5.35,94.49,5.08,7.81,
1871-10-01,4.59,0.26,0.4,12.37,5.35,88.23,5.0,7.69,
1871-11-01,4.64,0.26,0.4,12.37,5.35,89.19,5.0,7.69,
1871-12-01,4.74,0.26,0.4,12.65,5.36,89.06,4.89,7.52,
1872-01-01,4.86,0.26,0.4,12.65,5.36,91.31,4.95,7.56,
1872-02-01,4.88,0.27,0.41,12.65,5.38,91.69,5.01,7.61,
1872-03-01,5.04,0.27,0.41,12.84,5.4,93.29,5.0,7.54,
1872-04-01,5.18,0.27,0.41,13.13,5.42,93.8,4.95,7.42,
1872-05-01,5.18,0.28,0.41,13.13,5.43,93.8,5.01,7.47,
1872-06-01,5.13,0.28,0.41,13.03,5.45,93.57,5.11,7.57,
1872-07-01,5.1,0.28,0.42,12.84,5.47,94.4,5.24,7.73,
1872-08-01,5.04,0.29,0.42,12.94,5.49,92.61,5.27,7.72,
1872-09-01,4.95,0.29,0.42,13.03,5.51,90.29,5.29,7.71,
1872-10-01,4.97,0.29,0.42,12.75,5.52,92.68,5.47,7.93,
1872-11-01,4.95,0.3,0.43,13.13,5.54,89.63,5.37,7.74,
1872-12-01,5.07,0.3,0.43,12.94,5.56,93.16,5.51,7.9,
1873-01-01,5.11,0.3,0.43,12.94,5.58,93.89,5.56,7.95,
1873-02-01,5.15,0.3,0.43,13.23,5.57,92.59,5.48,7.82,
1873-03-01,5.11,0.31,0.44,13.23,5.56,91.87,5.53,7.87,
1873-04-01,5.04,0.31,0.44,13.23,5.55,90.61,5.57,7.91,
1873-05-01,5.05,0.31,0.44,12.94,5.54,92.79,5.74,8.13,
1873-06-01,4.98,0.32,0.45,12.56,5.53,94.28,5.96,8.42,
1873-07-01,4.97,0.32,0.45,12.56,5.53,94.09,6.01,8.47,
1873-08-01,4.97,0.32,0.45,12.56,5.52,94.09,6.06,8.52,
1873-09-01,4.59,0.32,0.45,12.56,5.51,86.89,6.11,8.57,
1873-10-01,4.19,0.33,0.46,12.27,5.5,81.17,6.3,8.81,
1873-11-01,4.04,0.33,0.46,11.89,5.49,80.76,6.55,9.15,
1873-12-01,4.42,0.33,0.46,12.18,5.48,86.29,6.44,8.98,
1874-01-01,4.66,0.33,0.46,12.37,5.47,89.58,6.34,8.84,
1874-02-01,4.8,0.33,0.46,12.37,5.44,92.27,6.34,8.84,
1874-03-01,4.73,0.33,0.46,12.37,5.4,90.92,6.34,8.84,
1874-04-01,4.6,0.33,0.46,12.18,5.37,89.8,6.44,8.98,
1874-05-01,4.48,0.33,0.46,12.08,5.34,88.15,6.49,9.05,
1874-06-01,4.46,0.33,0.46,11.8,5.3,89.88,6.65,9.27,
1874-07-01,4.46,0.33,0.46,11.89,5.27,89.16,6.6,9.2,
1874-08-01,4.47,0.33,0.46,11.8,5.24,90.08,6.65,9.27,
1874-09-01,4.54,0.33,0.46,11.8,5.2,91.49,6.65,9.27,
1874-10-01,4.53,0.33,0.46,11.61,5.17,92.79,6.76,9.42,
1874-11-01,4.57,0.33,0.46,11.51,5.14,94.38,6.82,9.5,
1874-12-01,4.54,0.33,0.46,11.51,5.1,93.76,6.82,9.5,
1875-01-01,4.54,0.33,0.45,11.51,5.07,93.76,6.76,9.33,
1875-02-01,4.53,0.33,0.44,11.51,5.03,93.55,6.71,9.16,
1875-03-01,4.59,0.32,0.43,11.51,4.99,94.79,6.66,8.98,
1875-04-01,4.65,0.32,0.43,11.61,4.95,95.25,6.55,8.74,
1875-05-01,4.47,0.32,0.42,11.32,4.91,93.87,6.67,8.78,
1875-06-01,4.38,0.32,0.41,11.13,4.87,93.55,6.73,8.76,
1875-07-01,4.39,0.31,0.4,11.13,4.83,93.76,6.67,8.58,
1875-08-01,4.41,0.31,0.39,11.23,4.79,93.39,6.56,8.33,
1875-09-01,4.37,0.31,0.39,11.13,4.75,93.33,6.57,8.22,
1875-10-01,4.3,0.3,0.38,11.13,4.71,91.84,6.51,8.05,
1875-11-01,4.37,0.3,0.37,11.04,4.67,94.14,6.52,7.93,
1875-12-01,4.37,0.3,0.36,10.94,4.63,94.96,6.52,7.82,
1876-01-01,4.46,0.3,0.35,10.85,4.59,97.76,6.58,7.74,
1876-02-01,4.52,0.3,0.35,10.85,4.58,99.08,6.58,7.6,
1876-03-01,4.51,0.3,0.34,10.85,4.57,98.86,6.58,7.45,
1876-04-01,4.34,0.3,0.33,10.75,4.56,95.98,6.63,7.37,
1876-05-01,4.18,0.3,0.33,10.37,4.54,95.83,6.88,7.49,
1876-06-01,4.15,0.3,0.32,10.09,4.53,97.83,7.07,7.54,
1876-07-01,4.1,0.3,0.31,10.09,4.52,96.66,7.07,7.39,
1876-08-01,3.93,0.3,0.31,10.18,4.51,91.78,7.01,7.16,
1876-09-01,3.69,0.3,0.3,10.28,4.5,85.38,6.94,6.94,
1876-10-01,3.67,0.3,0.29,10.47,4.49,83.37,6.82,6.66,
1876-11-01,3.6,0.3,0.29,10.56,4.47,81.05,6.75,6.45,
1876-12-01,3.58,0.3,0.28,10.75,4.46,79.17,6.63,6.19,
1877-01-01,3.55,0.29,0.28,10.94,4.45,77.14,6.32,6.12,
1877-02-01,3.34,0.28,0.28,10.66,4.44,74.52,6.29,6.32,
1877-03-01,3.17,0.27,0.28,10.18,4.43,74.03,6.36,6.66,
1877-04-01,2.94,0.26,0.29,10.47,4.42,66.79,5.98,6.51,
1877-05-01,2.94,0.25,0.29,10.66,4.41,65.6,5.67,6.43,
1877-06-01,2.73,0.24,0.29,10.09,4.4,64.36,5.78,6.84,
1877-07-01,2.85,0.24,0.29,10.18,4.39,66.56,5.51,6.81,
1877-08-01,3.05,0.23,0.29,9.8,4.39,74.0,5.5,7.12,
1877-09-01,3.24,0.22,0.29,9.7,4.38,79.38,5.33,7.23,
1877-10-01,3.31,0.21,0.3,9.7,4.37,81.09,5.1,7.27,
1877-11-01,3.26,0.2,0.3,9.51,4.36,81.46,4.98,7.45,
1877-12-01,3.25,0.19,0.3,9.51,4.35,81.21,4.75,7.5,
1878-01-01,3.25,0.19,0.3,9.23,4.34,83.73,4.87,7.75,
1878-02-01,3.18,0.19,0.3,9.13,4.33,82.78,4.9,7.85,
1878-03-01,3.24,0.19,0.3,8.94,4.32,86.13,4.98,8.04,
1878-04-01,3.33,0.19,0.3,8.85,4.31,89.48,5.02,8.15,
1878-05-01,3.34,0.19,0.3,8.56,4.3,92.74,5.16,8.45,
1878-06-01,3.41,0.18,0.3,8.37,4.29,96.83,5.25,8.66,
1878-07-01,3.48,0.18,0.31,8.47,4.28,97.71,5.17,8.59,
1878-08-01,3.45,0.18,0.31,8.56,4.27,95.79,5.09,8.52,
1878-09-01,3.52,0.18,0.31,8.56,4.26,97.73,5.07,8.54,
1878-10-01,3.48,0.18,0.31,8.47,4.25,97.71,5.1,8.66,
1878-11-01,3.47,0.18,0.31,8.37,4.24,98.54,5.13,8.78,
1878-12-01,3.45,0.18,0.31,8.18,4.23,100.25,5.23,9.01,
1879-01-01,3.58,0.18,0.32,8.28,4.22,102.83,5.22,9.07,
1879-02-01,3.71,0.18,0.32,8.37,4.2,105.35,5.21,9.14,
1879-03-01,3.65,0.18,0.33,8.28,4.19,104.84,5.31,9.41,
1879-04-01,3.77,0.19,0.33,8.18,4.17,109.54,5.42,9.68,
1879-05-01,3.94,0.19,0.34,8.18,4.15,114.48,5.47,9.86,
1879-06-01,3.96,0.19,0.34,8.09,4.14,116.42,5.59,10.14,
1879-07-01,4.04,0.19,0.35,8.18,4.12,117.39,5.57,10.19,
1879-08-01,4.07,0.19,0.36,8.18,4.1,118.26,5.62,10.36,
1879-09-01,4.22,0.2,0.36,8.47,4.09,118.49,5.48,10.18,
1879-10-01,4.68,0.2,0.37,8.94,4.07,124.41,5.23,9.79,
1879-11-01,4.93,0.2,0.37,9.42,4.05,124.44,5.01,9.45,
1879-12-01,4.92,0.2,0.38,9.7,4.04,120.54,4.9,9.31,
1880-01-01,5.11,0.2,0.39,9.99,4.02,121.61,4.88,9.26,
1880-02-01,5.2,0.21,0.4,9.99,3.99,123.75,5.0,9.48,
1880-03-01,5.3,0.21,0.41,10.09,3.97,124.95,5.07,9.61,
1880-04-01,5.18,0.22,0.42,9.7,3.94,126.91,5.39,10.21,
1880-05-01,4.77,0.23,0.43,9.42,3.91,120.4,5.68,10.75,
1880-06-01,4.79,0.23,0.43,9.23,3.89,123.4,5.93,11.21,
1880-07-01,5.01,0.23,0.44,9.23,3.86,129.07,6.05,11.44,
1880-08-01,5.19,0.24,0.45,9.23,3.83,133.7,6.18,11.68,
1880-09-01,5.18,0.24,0.46,9.32,3.81,132.09,6.25,11.79,
1880-10-01,5.33,0.25,0.47,9.32,3.78,135.91,6.37,12.03,
1880-11-01,5.61,0.26,0.48,9.42,3.75,141.6,6.44,12.14,
1880-12-01,5.84,0.26,0.49,9.51,3.73,145.94,6.5,12.24,
1881-01-01,6.19,0.27,0.49,9.42,3.7,156.24,6.69,12.26,18.47
1881-02-01,6.17,0.27,0.48,9.51,3.69,154.18,6.75,12.04,18.15
1881-03-01,6.24,0.28,0.48,9.51,3.69,155.93,6.87,11.93,18.27
1881-04-01,6.22,0.28,0.47,9.61,3.68,153.89,6.93,11.71,17.95
1881-05-01,6.5,0.28,0.47,9.51,3.67,162.43,7.12,11.72,18.87
1881-06-01,6.58,0.29,0.47,9.51,3.67,164.43,7.25,11.62,19.03
1881-07-01,6.35,0.29,0.46,9.61,3.66,157.11,7.3,11.4,18.12
1881-08-01,6.2,0.3,0.46,9.8,3.65,150.42,7.28,11.08,17.29
1881-09-01,6.25,0.3,0.45,10.18,3.65,145.96,7.12,10.57,16.72
1881-10-01,6.15,0.31,0.45,10.28,3.64,142.3,7.17,10.37,16.26
1881-11-01,6.19,0.32,0.44,10.18,3.63,144.56,7.36,10.37,16.48
1881-12-01,6.01,0.32,0.44,10.18,3.63,140.36,7.47,10.28,15.96
1882-01-01,5.92,0.32,0.44,10.18,3.62,138.26,7.47,10.26,15.68
1882-02-01,5.79,0.32,0.44,10.28,3.62,133.97,7.4,10.14,15.15
1882-03-01,5.78,0.32,0.44,10.28,3.62,133.74,7.4,10.12,15.09
1882-04-01,5.78,0.32,0.44,10.37,3.62,132.51,7.34,10.01,14.92
1882-05-01,5.71,0.32,0.44,10.47,3.62,129.72,7.27,9.9,14.57
1882-06-01,5.68,0.32,0.43,10.56,3.62,127.87,7.2,9.79,14.33
1882-07-01,6.0,0.32,0.43,10.47,3.63,136.3,7.27,9.86,15.24
1882-08-01,6.18,0.32,0.43,10.56,3.63,139.13,7.2,9.75,15.53
1882-09-01,6.24,0.32,0.43,10.28,3.63,144.38,7.4,10.01,16.08
1882-10-01,6.07,0.32,0.43,10.18,3.63,141.76,7.47,10.08,15.76
1882-11-01,5.81,0.32,0.43,10.09,3.63,136.97,7.54,10.16,15.19
1882-12-01,5.84,0.32,0.43,9.99,3.63,138.99,7.62,10.23,15.38
1883-01-01,5.81,0.32,0.43,9.99,3.63,138.27,7.63,10.17,15.27
1883-02-01,5.68,0.32,0.42,10.09,3.63,133.9,7.58,10.02,14.76
1883-03-01,5.75,0.32,0.42,9.99,3.63,136.84,7.68,10.06,15.05
1883-04-01,5.87,0.32,0.42,9.9,3.63,141.04,7.77,10.09,15.48
1883-05-01,5.77,0.32,0.42,9.8,3.63,139.99,7.87,10.13,15.34
1883-06-01,5.82,0.33,0.41,9.51,3.63,145.44,8.12,10.37,15.9
1883-07-01,5.73,0.33,0.41,9.32,3.63,146.11,8.31,10.52,15.95
1883-08-01,5.47,0.33,0.41,9.32,3.62,139.48,8.33,10.45,15.2
1883-09-01,5.53,0.33,0.41,9.23,3.62,142.46,8.44,10.5,15.49
1883-10-01,5.38,0.33,0.41,9.23,3.62,138.6,8.46,10.43,15.05
1883-11-01,5.46,0.33,0.4,9.13,3.62,142.12,8.57,10.48,15.41
1883-12-01,5.34,0.33,0.4,9.23,3.62,137.57,8.5,10.3,14.9
1884-01-01,5.18,0.33,0.39,9.23,3.62,133.45,8.46,10.11,14.43
1884-02-01,5.32,0.33,0.39,9.23,3.61,137.05,8.42,9.92,14.81
1884-03-01,5.3,0.33,0.38,9.23,3.6,136.54,8.37,9.73,14.74
1884-04-01,5.06,0.32,0.37,9.04,3.59,133.1,8.5,9.73,14.35
1884-05-01,4.65,0.32,0.36,8.85,3.59,124.95,8.64,9.74,13.47
1884-06-01,4.46,0.32,0.35,8.85,3.58,119.84,8.6,9.54,12.91
1884-07-01,4.46,0.32,0.35,8.75,3.57,121.14,8.65,9.44,13.04
1884-08-01,4.74,0.32,0.34,8.75,3.56,128.75,8.6,9.24,13.86
1884-09-01,4.59,0.32,0.33,8.66,3.55,126.04,8.65,9.13,13.57
1884-10-01,4.44,0.31,0.33,8.56,3.54,123.28,8.7,9.02,13.27
1884-11-01,4.35,0.31,0.32,8.37,3.54,123.52,8.85,9.02,13.3
1884-12-01,4.34,0.31,0.31,8.28,3.53,124.66,8.9,8.9,13.43
1885-01-01,4.24,0.3,0.31,8.28,3.52,121.79,8.74,8.81,13.13
1885-02-01,4.37,0.3,0.3,8.37,3.51,124.09,8.47,8.61,13.38
1885-03-01,4.38,0.29,0.3,8.18,3.5,127.27,8.5,8.72,13.73
1885-04-01,4.37,0.29,0.3,8.28,3.48,125.52,8.23,8.52,13.55
1885-05-01,4.32,0.28,0.29,8.09,3.47,127.0,8.26,8.62,13.71
1885-06-01,4.3,0.28,0.29,7.9,3.46,129.46,8.28,8.73,13.98
1885-07-01,4.46,0.27,0.29,7.99,3.44,132.68,8.01,8.53,14.33
1885-08-01,4.71,0.26,0.28,7.99,3.43,140.12,7.83,8.43,15.13
1885-09-01,4.65,0.26,0.28,7.9,3.42,140.0,7.75,8.43,15.12
1885-10-01,4.92,0.25,0.28,7.9,3.41,148.13,7.58,8.33,15.99
1885-11-01,5.24,0.25,0.27,7.99,3.4,155.88,7.31,8.13,16.82
1885-12-01,5.2,0.24,0.27,8.18,3.38,151.1,6.97,7.85,16.3
1886-01-01,5.2,0.24,0.28,7.99,3.37,154.69,7.09,8.18,16.69
1886-02-01,5.3,0.24,0.28,7.99,3.38,157.67,7.04,8.33,17.01
1886-03-01,5.19,0.23,0.28,7.9,3.4,156.26,7.08,8.58,16.84
1886-04-01,5.12,0.23,0.29,7.8,3.41,156.03,7.11,8.84,16.8
1886-05-01,5.02,0.23,0.29,7.61,3.42,156.81,7.24,9.21,16.86
1886-06-01,5.25,0.23,0.3,7.52,3.43,166.07,7.28,9.49,17.83
1886-07-01,5.33,0.23,0.3,7.61,3.44,166.49,7.13,9.53,17.85
1886-08-01,5.37,0.23,0.31,7.71,3.46,165.67,6.99,9.56,17.72
1886-09-01,5.51,0.23,0.32,7.71,3.47,169.99,6.94,9.72,18.15
1886-10-01,5.65,0.22,0.32,7.71,3.48,174.31,6.89,9.87,18.56
1886-11-01,5.79,0.22,0.33,7.71,3.5,178.63,6.84,10.03,18.97
1886-12-01,5.64,0.22,0.33,7.8,3.51,171.88,6.7,10.06,18.19
1887-01-01,5.58,0.22,0.33,7.99,3.52,166.0,6.62,9.89,17.51
1887-02-01,5.54,0.23,0.34,8.09,3.53,162.87,6.61,9.85,17.13
1887-03-01,5.67,0.23,0.34,8.09,3.55,166.69,6.69,9.92,17.47
1887-04-01,5.8,0.23,0.34,8.09,3.56,170.51,6.76,10.0,17.82
1887-05-01,5.9,0.23,0.34,8.09,3.57,173.45,6.84,10.07,18.08
1887-06-01,5.73,0.23,0.34,7.99,3.58,170.46,6.99,10.26,17.71
1887-07-01,5.59,0.24,0.35,7.9,3.59,168.3,7.15,10.46,17.43
1887-08-01,5.45,0.24,0.35,7.99,3.61,162.13,7.14,10.41,16.74
1887-09-01,5.38,0.24,0.35,7.9,3.62,161.98,7.3,10.61,16.68
1887-10-01,5.2,0.24,0.35,7.99,3.63,154.69,7.29,10.56,15.88
1887-11-01,5.3,0.25,0.36,8.09,3.65,155.81,7.28,10.51,15.95
1887-12-01,5.27,0.25,0.36,8.28,3.66,151.37,7.18,10.34,15.46
1888-01-01,5.31,0.25,0.35,8.37,3.67,150.79,7.05,9.99,15.36
1888-02-01,5.28,0.25,0.34,8.28,3.65,151.66,7.09,9.86,15.42
1888-03-01,5.08,0.24,0.34,8.28,3.63,145.91,7.04,9.62,14.81
1888-04-01,5.1,0.24,0.33,8.18,3.62,148.19,7.07,9.49,15.02
1888-05-01,5.17,0.24,0.32,8.09,3.6,151.99,7.11,9.36,15.39
1888-06-01,5.01,0.24,0.31,7.99,3.58,149.04,7.14,9.22,15.08
1888-07-01,5.14,0.24,0.3,8.09,3.56,151.11,7.01,8.87,15.28
1888-08-01,5.25,0.24,0.29,8.09,3.54,154.34,6.96,8.62,15.6
1888-09-01,5.38,0.23,0.28,8.09,3.52,158.17,6.91,8.38,15.99
1888-10-01,5.35,0.23,0.28,8.18,3.5,155.46,6.78,8.04,15.72
1888-11-01,5.24,0.23,0.27,8.28,3.49,150.51,6.66,7.71,15.22
1888-12-01,5.14,0.23,0.26,8.28,3.47,147.64,6.61,7.47,14.95
1889-01-01,5.24,0.23,0.26,7.99,3.45,155.88,6.82,7.83,15.8
1889-02-01,5.3,0.23,0.27,7.9,3.45,159.57,6.87,8.03,16.19
1889-03-01,5.19,0.23,0.27,7.8,3.44,158.16,6.93,8.23,16.07
1889-04-01,5.18,0.23,0.27,7.8,3.44,157.86,6.91,8.33,16.05
1889-05-01,5.32,0.23,0.28,7.61,3.44,166.18,7.05,8.64,16.92
1889-06-01,5.41,0.23,0.28,7.61,3.44,168.99,7.03,8.75,17.22
1889-07-01,5.3,0.22,0.28,7.61,3.44,165.55,7.0,8.85,16.89
1889-08-01,5.37,0.22,0.29,7.61,3.43,167.74,6.98,8.96,17.13
1889-09-01,5.5,0.22,0.29,7.71,3.43,169.68,6.86,8.95,17.35
1889-10-01,5.4,0.22,0.29,7.71,3.43,166.59,6.84,9.05,17.05
1889-11-01,5.35,0.22,0.3,7.71,3.43,165.05,6.81,9.15,16.91
1889-12-01,5.32,0.22,0.3,7.8,3.42,162.12,6.7,9.14,16.61
1890-01-01,5.38,0.22,0.3,7.61,3.42,168.05,6.87,9.35,17.22
1890-02-01,5.32,0.22,0.3,7.61,3.44,166.18,6.87,9.32,17.03
1890-03-01,5.28,0.22,0.3,7.61,3.45,164.93,6.87,9.29,16.9
1890-04-01,5.39,0.22,0.3,7.61,3.47,168.36,6.87,9.27,17.26
1890-05-01,5.62,0.22,0.3,7.71,3.49,173.38,6.79,9.13,17.79
1890-06-01,5.58,0.22,0.29,7.71,3.5,172.15,6.79,9.1,17.68
1890-07-01,5.54,0.22,0.29,7.71,3.52,170.91,6.79,9.08,17.59
1890-08-01,5.41,0.22,0.29,7.99,3.54,160.94,6.54,8.73,16.6
1890-09-01,5.32,0.22,0.29,8.09,3.55,156.4,6.47,8.6,16.17
1890-10-01,5.08,0.22,0.29,8.09,3.57,149.35,6.47,8.58,15.48
1890-11-01,4.71,0.22,0.29,7.9,3.59,141.81,6.62,8.76,14.75
1890-12-01,4.6,0.22,0.29,7.9,3.6,138.49,6.62,8.73,14.44
1891-01-01,4.84,0.22,0.29,7.8,3.62,147.5,6.7,8.97,15.43
1891-02-01,4.9,0.22,0.3,7.9,3.62,147.53,6.62,8.98,15.48
1891-03-01,4.81,0.22,0.3,7.99,3.62,143.09,6.54,9.0,15.05
1891-04-01,4.97,0.22,0.31,8.09,3.61,146.11,6.47,9.02,15.41
1891-05-01,4.95,0.22,0.31,7.99,3.61,147.26,6.54,9.25,15.57
1891-06-01,4.85,0.22,0.32,7.8,3.61,147.8,6.7,9.6,15.66
1891-07-01,4.77,0.22,0.32,7.71,3.61,147.16,6.79,9.85,15.62
1891-08-01,4.93,0.22,0.32,7.71,3.61,152.09,6.79,9.97,16.16
1891-09-01,5.33,0.22,0.33,7.61,3.61,166.49,6.87,10.23,17.71
1891-10-01,5.33,0.22,0.33,7.61,3.6,166.49,6.87,10.36,17.72
1891-11-01,5.25,0.22,0.34,7.52,3.6,166.07,6.96,10.62,17.67
1891-12-01,5.41,0.22,0.34,7.52,3.6,171.13,6.96,10.75,18.21
1892-01-01,5.51,0.22,0.34,7.33,3.6,178.82,7.19,11.12,19.02
1892-02-01,5.52,0.22,0.34,7.33,3.61,179.14,7.25,11.2,19.04
1892-03-01,5.58,0.23,0.35,7.14,3.63,185.92,7.5,11.58,19.74
1892-04-01,5.57,0.23,0.35,7.04,3.64,188.09,7.66,11.82,19.94
1892-05-01,5.57,0.23,0.35,7.04,3.65,188.09,7.71,11.9,19.91
1892-06-01,5.54,0.23,0.35,7.04,3.66,187.08,7.77,11.99,19.77
1892-07-01,5.54,0.23,0.36,7.23,3.67,182.16,7.62,11.75,19.21
1892-08-01,5.62,0.23,0.36,7.33,3.69,182.39,7.57,11.68,19.2
1892-09-01,5.48,0.23,0.36,7.33,3.7,177.84,7.63,11.76,18.69
1892-10-01,5.59,0.24,0.36,7.33,3.71,181.41,7.68,11.85,19.04
1892-11-01,5.57,0.24,0.37,7.52,3.73,176.19,7.54,11.62,18.46
1892-12-01,5.51,0.24,0.37,7.61,3.74,172.11,7.5,11.56,18.01
1893-01-01,5.61,0.24,0.36,7.9,3.75,168.9,7.25,10.86,17.66
1893-02-01,5.51,0.24,0.35,7.99,3.75,163.92,7.19,10.46,17.13
1893-03-01,5.31,0.24,0.34,7.8,3.74,161.82,7.39,10.44,16.9
1893-04-01,5.31,0.24,0.33,7.71,3.74,163.82,7.51,10.28,17.1
1893-05-01,4.84,0.24,0.32,7.61,3.73,151.18,7.63,10.13,15.78
1893-06-01,4.61,0.24,0.32,7.42,3.73,147.69,7.85,10.09,15.42
1893-07-01,4.18,0.25,0.31,7.23,3.73,137.44,8.08,10.05,14.35
1893-08-01,4.08,0.25,0.3,6.95,3.72,139.66,8.44,10.16,14.59
1893-09-01,4.37,0.25,0.29,7.23,3.72,143.69,8.14,9.45,15.01
1893-10-01,4.5,0.25,0.28,7.33,3.71,146.04,8.06,9.03,15.27
1893-11-01,4.57,0.25,0.27,7.14,3.71,152.27,8.3,8.97,15.94
1893-12-01,4.41,0.25,0.26,7.04,3.7,148.92,8.44,8.78,15.61
1894-01-01,4.32,0.25,0.25,6.85,3.7,149.93,8.56,8.74,15.74
1894-02-01,4.38,0.24,0.24,6.76,3.68,154.16,8.56,8.56,16.2
1894-03-01,4.51,0.24,0.23,6.57,3.66,163.33,8.69,8.51,17.19
1894-04-01,4.57,0.24,0.23,6.57,3.64,165.51,8.57,8.21,17.43
1894-05-01,4.4,0.23,0.22,6.57,3.62,159.35,8.45,7.91,16.81
1894-06-01,4.34,0.23,0.21,6.57,3.6,157.18,8.33,7.61,16.61
1894-07-01,4.25,0.23,0.2,6.57,3.58,153.92,8.21,7.3,16.29
1894-08-01,4.41,0.22,0.19,6.76,3.56,155.21,7.86,6.8,16.46
1894-09-01,4.48,0.22,0.18,6.85,3.54,155.49,7.64,6.42,16.52
1894-10-01,4.34,0.22,0.18,6.66,3.52,154.93,7.74,6.31,16.5
1894-11-01,4.34,0.21,0.17,6.66,3.5,154.93,7.61,6.01,16.54
1894-12-01,4.3,0.21,0.16,6.57,3.48,155.73,7.61,5.79,16.67
1895-01-01,4.25,0.21,0.17,6.57,3.46,153.92,7.54,6.07,16.52
1895-02-01,4.19,0.21,0.17,6.57,3.47,151.74,7.49,6.34,16.33
1895-03-01,4.19,0.2,0.18,6.57,3.48,151.74,7.42,6.61,16.36
1895-04-01,4.37,0.2,0.19,6.85,3.5,151.67,7.06,6.59,16.39
1895-05-01,4.61,0.2,0.2,6.95,3.51,157.81,6.9,6.76,17.08
1895-06-01,4.7,0.2,0.2,7.04,3.52,158.71,6.75,6.92,17.21
1895-07-01,4.72,0.2,0.21,6.95,3.53,161.57,6.79,7.27,17.55
1895-08-01,4.79,0.2,0.22,6.85,3.54,166.25,6.83,7.64,18.07
1895-09-01,4.82,0.2,0.23,6.85,3.55,167.29,6.77,7.9,18.2
1895-10-01,4.75,0.19,0.23,6.85,3.56,164.86,6.71,8.16,17.94
1895-11-01,4.59,0.19,0.24,6.85,3.58,159.3,6.65,8.42,17.34
1895-12-01,4.32,0.19,0.25,6.76,3.59,152.05,6.69,8.8,16.55
1896-01-01,4.27,0.19,0.25,6.66,3.6,152.43,6.75,8.81,16.58
1896-02-01,4.45,0.19,0.24,6.57,3.58,161.16,6.82,8.81,17.52
1896-03-01,4.38,0.19,0.24,6.57,3.57,158.63,6.79,8.69,17.23
1896-04-01,4.42,0.19,0.24,6.47,3.55,162.43,6.86,8.7,17.64
1896-05-01,4.4,0.19,0.23,6.37,3.53,164.11,6.93,8.7,17.83
1896-06-01,4.32,0.18,0.23,6.28,3.52,163.56,7.0,8.71,17.78
1896-07-01,4.04,0.18,0.23,6.28,3.5,152.96,6.97,8.58,16.64
1896-08-01,3.81,0.18,0.22,6.28,3.48,144.25,6.94,8.45,15.7
1896-09-01,4.01,0.18,0.22,6.28,3.47,151.83,6.91,8.33,16.54
1896-10-01,4.1,0.18,0.22,6.47,3.45,150.67,6.68,7.96,16.44
1896-11-01,4.38,0.18,0.21,6.66,3.43,156.36,6.45,7.61,17.09
1896-12-01,4.22,0.18,0.21,6.66,3.42,150.65,6.43,7.5,16.5
1897-01-01,4.22,0.18,0.22,6.47,3.4,155.08,6.61,8.02,17.03
1897-02-01,4.18,0.18,0.23,6.47,3.4,153.61,6.61,8.33,16.89
1897-03-01,4.19,0.18,0.23,6.47,3.39,153.98,6.61,8.64,16.96
1897-04-01,4.06,0.18,0.24,6.37,3.39,151.43,6.71,9.07,16.7
1897-05-01,4.08,0.18,0.25,6.28,3.38,154.48,6.82,9.53,17.05
1897-06-01,4.27,0.18,0.26,6.28,3.38,161.67,6.82,9.84,17.85
1897-07-01,4.46,0.18,0.27,6.28,3.38,168.87,6.82,10.16,18.65
1897-08-01,4.75,0.18,0.28,6.57,3.37,172.03,6.52,10.02,19.01
1897-09-01,4.98,0.18,0.28,6.76,3.37,175.27,6.34,10.03,19.37
1897-10-01,4.82,0.18,0.29,6.66,3.36,172.07,6.43,10.47,19.03
1897-11-01,4.65,0.18,0.3,6.66,3.36,166.0,6.43,10.77,18.36
1897-12-01,4.75,0.18,0.31,6.66,3.35,169.57,6.43,11.07,18.75
1898-01-01,4.88,0.18,0.31,6.66,3.35,174.21,6.49,11.18,19.25
1898-02-01,4.87,0.18,0.32,6.76,3.33,171.4,6.45,11.15,18.92
1898-03-01,4.65,0.18,0.32,6.76,3.31,163.66,6.51,11.26,18.04
1898-04-01,4.57,0.19,0.32,6.76,3.29,160.84,6.57,11.38,17.71
1898-05-01,4.87,0.19,0.33,7.23,3.27,160.13,6.19,10.74,17.6
1898-06-01,5.06,0.19,0.33,6.76,3.25,178.09,6.69,11.61,19.54
1898-07-01,5.08,0.19,0.33,6.66,3.23,181.35,6.84,11.9,19.86
1898-08-01,5.27,0.19,0.34,6.66,3.2,188.13,6.9,12.02,20.54
